source_plan,taskcard_id,definition_line,definition_text,occurrence_count,master_state,canonical_task_id,disposition
cheeky-crafting-manatee.md,TC-FF-AUDIT-071,1047,#### TC-FF-AUDIT-071 [PARENT]: Simple Text Pilot (CSV — RFC 4180 Chain),3,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-072,1068,#### TC-FF-AUDIT-072 [PARENT]: Binary Format Pilot (QOI — Spec Header Chain),3,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-060-A,919,"##### TC-FF-AUDIT-060-A: Create Seeders for Text/Delimiter Formats (CSV, TSV, NDJSON)",2,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-060-B,928,##### TC-FF-AUDIT-060-B: Create Seeders for Config/Markup Formats (TOML),1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-060-C,935,"##### TC-FF-AUDIT-060-C: Create Seeders for Legacy Spreadsheet Formats (DIF, SYLK)",1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-060-D,942,"##### TC-FF-AUDIT-060-D: Create Seeders for XML-Based Formats (Gnumeric, ABW)",1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-060-E,948,"##### TC-FF-AUDIT-060-E: Create Seeders for Image Formats (QOI, PBM/PGM/PPM, XCF)",2,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-060-F,955,##### TC-FF-AUDIT-060-F: Run All Seeders and Update SAL Cache,1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-080,1093,#### TC-FF-AUDIT-080 [PARENT]: Portfolio Backfill (All 14 Non-ODF Formats),3,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-061-A,979,##### TC-FF-AUDIT-061-A: Read and Compare Both Compiler Files,2,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-061-B,988,##### TC-FF-AUDIT-061-B: Fix Canonical Compiler,1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-062-A,1009,##### TC-FF-AUDIT-062-A: Add source_fact_ids to All 79 QName Entries,1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-070-A,1035,##### TC-FF-AUDIT-070-A: Trace 3 FODS Capabilities End-to-End,1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-071-A,1056,##### TC-FF-AUDIT-071-A: Trace 3 CSV Capabilities After SAL Seeding,1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-072-A,1077,##### TC-FF-AUDIT-072-A: Trace 3 QOI Capabilities After SAL Seeding,1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-080-A,1102,##### TC-FF-AUDIT-080-A: Update Code Traceability for All 14 Non-ODF Formats,2,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-080-B,1110,##### TC-FF-AUDIT-080-B: Regenerate Pipeline Metrics,1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-081-A,1131,##### TC-FF-AUDIT-081-A: Identify Priority STRUCTURAL_SHELL_ONLY Items,2,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-081-B,1139,##### TC-FF-AUDIT-081-B: Execute Product Healing via Governed Skills,1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-090,1154,#### TC-FF-AUDIT-090 [PARENT]: Post-Repair Reaudit and Portfolio Metrics Update,3,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-090-A,1162,##### TC-FF-AUDIT-090-A: Remeasure All Pipeline Ratios,1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-091,1175,#### TC-FF-AUDIT-091 [PARENT]: Taskcard Register and Execution Batch Register,2,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-091-A,1183,##### TC-FF-AUDIT-091-A: Write Closure Ledger Files,1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-092-A,1203,##### TC-FF-AUDIT-092-A: Run Idempotency Check,3,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-092-B,1211,##### TC-FF-AUDIT-092-B: Write Final Report,1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-001,1266,| TC-001 | forensic-baseline.yaml parses as valid YAML | File must NOT exist before MS-001-C-1 | Delete stale artifact; re-run |,6,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-002,1267,| TC-002 | format-inventory.yaml has exactly 24 entries | ora/pam/xpm/zpaq must NOT be CODE_PARTIAL | Reclassify to SPEC_ONLY; re-validate |,5,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-010,1270,| TC-010 | ODF fact count ≥ 13000 | Non-ODF formats must NOT show PIPELINE_WORKING | Override to MANUALLY_SEEDED |,8,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-011,1230,TC-001 → TC-002 → TC-010 → TC-011 → TC-020 → TC-030 → TC-031 → TC-040 → TC-041,6,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-020,1271,| TC-020 | All 79 qnames have classification field | No non-ODF qname classified COMPLETE_AND_VALID with 0 facts | Reclassify; re-validate |,10,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-030,1230,TC-001 → TC-002 → TC-010 → TC-011 → TC-020 → TC-030 → TC-031 → TC-040 → TC-041,6,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-031,1230,TC-001 → TC-002 → TC-010 → TC-011 → TC-020 → TC-030 → TC-031 → TC-040 → TC-041,4,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-040,1230,TC-001 → TC-002 → TC-010 → TC-011 → TC-020 → TC-030 → TC-031 → TC-040 → TC-041,5,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-041,1230,TC-001 → TC-002 → TC-010 → TC-011 → TC-020 → TC-030 → TC-031 → TC-040 → TC-041,6,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-003,1268,| TC-003 | Every format has ≥1 spec reference | No format may have source_references: [] | Add PAGE_ESTIMATE entry; mark gap |,5,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-004,1269,| TC-004 | Every spec has semantic_units > 0 OR counting_method: PAGE_ESTIMATE | No format may have semantic_units: null | Add PAGE_ESTIMATE + note limitations |,6,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-050,1272,| TC-050 | anomaly-register has ≥5 anomalies | Register must NOT be empty | Investigate suppression; add anomalies |,17,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-051,1232,TC-041 → TC-050 → TC-051 → TC-052 → TC-053,5,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-052,1232,TC-041 → TC-050 → TC-051 → TC-052 → TC-053,8,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-053,1232,TC-041 → TC-050 → TC-051 → TC-052 → TC-053,3,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-060,1273,| TC-060 | All 14 non-ODF formats have >0 facts after seeders | ODF fact counts must NOT decrease | Check for accidental deletion; restore |,15,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-061,1274,| TC-061 | Compiler produces ≥1 work item per open-gap format | Output must NOT be empty | Debug RC-004; fix dedup logic |,7,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-062,1275,| TC-062 | All 79 qname entries have source_fact_ids field | No qname may have source_fact_ids: [] | Match to seeded facts; add entries |,9,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-070,1235,"TC-060 + TC-062 → TC-070, TC-071, TC-072 (can run in parallel)",5,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-071,1235,"TC-060 + TC-062 → TC-070, TC-071, TC-072 (can run in parallel)",5,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-072,1235,"TC-060 + TC-062 → TC-070, TC-071, TC-072 (can run in parallel)",5,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-080,1236,TC-070 + TC-071 + TC-072 → TC-080 → TC-081 → TC-090 → TC-091 → TC-092,11,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-081,1236,TC-070 + TC-071 + TC-072 → TC-080 → TC-081 → TC-090 → TC-091 → TC-092,3,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-090,1236,TC-070 + TC-071 + TC-072 → TC-080 → TC-081 → TC-090 → TC-091 → TC-092,6,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-091,1236,TC-070 + TC-071 + TC-072 → TC-080 → TC-081 → TC-090 → TC-091 → TC-092,7,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-092,1276,| TC-092 | final-report.md has final verdict on last line | Verdict must come from prescribed vocabulary | Replace with correct term |,13,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT,1341,"2. **Remediation TC naming:** `TC-FF-AUDIT-{parent}-RW{n}` where n is the reroute count (e.g., TC-FF-AUDIT-010-RW1)",1,UNRECONCILED,,
cheeky-crafting-manatee.md,TC-FF-AUDIT-010-RW1,1341,"2. **Remediation TC naming:** `TC-FF-AUDIT-{parent}-RW{n}` where n is the reroute count (e.g., TC-FF-AUDIT-010-RW1)",1,UNRECONCILED,,
clever-tickling-island.md,TC-INV-001,500,### TC-INV-001: Produce Required Discovery Reports,9,UNRECONCILED,,
clever-tickling-island.md,TC-CLOSE-001,1462,### TC-CLOSE-001: Integration Validation and Closeout,12,UNRECONCILED,,
clever-tickling-island.md,TC-SCHEMA-001,663,### TC-SCHEMA-001: SQLite v3 Migration — Canary Shadow Tables,17,UNRECONCILED,,
clever-tickling-island.md,TC-TEST-003,477,TC-SCHEMA-001 ─────────────────────────────────────────────────────► (prerequisite for TC-TEST-003),2,UNRECONCILED,,
clever-tickling-island.md,TC-REGISTRY-001,839,### TC-REGISTRY-001: Validator Shadow System,22,UNRECONCILED,,
clever-tickling-island.md,TC-VALCLI-001,1048,### TC-VALCLI-001: Validator Promotion CLI,9,UNRECONCILED,,
clever-tickling-island.md,TC-TEST-001,1335,### TC-TEST-001: Validator Shadow Test Suite,8,UNRECONCILED,,
clever-tickling-island.md,TC-GRADER-001,1119,### TC-GRADER-001: Grader Shadow Integration,17,UNRECONCILED,,
clever-tickling-island.md,TC-TEST-002,1407,### TC-TEST-002: Grader and Compilation Diff Test Suite,9,UNRECONCILED,,
clever-tickling-island.md,TC-DIFF-001,1271,### TC-DIFF-001: Compilation Diff Tool,13,UNRECONCILED,,
clever-tickling-island.md,TC-TEST-004,480,TC-DIFF-001 ───────────────────────────────────────────────────────► (prerequisite for TC-TEST-004),2,UNRECONCILED,,
clever-tickling-island.md,TC-INIT-001,621,### TC-INIT-001: Initialize tools/canary Package,12,UNRECONCILED,,
clever-tickling-island.md,TC-INV-001-01,527,#### TC-INV-001-01: Write state-system-inventory.yaml,2,UNRECONCILED,,
clever-tickling-island.md,TC-INV-001-02,557,#### TC-INV-001-02: Write canary-opportunity-map.yaml,4,UNRECONCILED,,
clever-tickling-island.md,TC-INV-001-03,592,#### TC-INV-001-03: Write risk register and architecture decision,3,UNRECONCILED,,
clever-tickling-island.md,TC-INIT-001-01,639,#### TC-INIT-001-01: Create tools/canary/__init__.py,2,UNRECONCILED,,
clever-tickling-island.md,TC-REGISTRY-001-01,876,#### TC-REGISTRY-001-01: Create .supervisor/validator-shadow-registry.yaml,5,UNRECONCILED,,
clever-tickling-island.md,TC-SCHEMA-001-01,700,#### TC-SCHEMA-001-01: Write v3 SQL migration file,3,UNRECONCILED,,
clever-tickling-island.md,TC-SCHEMA-001-02,734,#### TC-SCHEMA-001-02: Increment SCHEMA_VERSION and extend schema.sql,4,UNRECONCILED,,
clever-tickling-island.md,TC-SCHEMA-001-03,770,#### TC-SCHEMA-001-03: Create canary_shadow_ingestor.py,4,UNRECONCILED,,
clever-tickling-island.md,TC-SCHEMA-001-04,809,#### TC-SCHEMA-001-04: Register ingestor in sync.py,4,UNRECONCILED,,
clever-tickling-island.md,TC-REGISTRY-001-02,904,#### TC-REGISTRY-001-02: Add shadow registry loader to governance_validator_runner.py,4,UNRECONCILED,,
clever-tickling-island.md,TC-REGISTRY-001-03,954,#### TC-REGISTRY-001-03: Add shadow routing in validator result loop,5,UNRECONCILED,,
clever-tickling-island.md,TC-REGISTRY-001-04,1006,#### TC-REGISTRY-001-04: Add shadow log writer,3,UNRECONCILED,,
clever-tickling-island.md,TC-VALCLI-001-01,1076,#### TC-VALCLI-001-01: Create tools/canary/validator_promotion.py,3,UNRECONCILED,,
clever-tickling-island.md,TC-TEST-001-01,1362,#### TC-TEST-001-01: Create test_validator_shadow.py,9,UNRECONCILED,,
clever-tickling-island.md,TC-GRADER-001-01,1151,#### TC-GRADER-001-01: Add --shadow-provider CLI flag,3,UNRECONCILED,,
clever-tickling-island.md,TC-GRADER-001-02,1189,#### TC-GRADER-001-02: Add shadow grading call and log writer,3,UNRECONCILED,,
clever-tickling-island.md,TC-GRADER-001-03,1232,#### TC-GRADER-001-03: Create tools/canary/grader_promotion.py,3,UNRECONCILED,,
clever-tickling-island.md,TC-DIFF-001-01,1292,#### TC-DIFF-001-01: Create tools/canary/compilation_diff.py,2,UNRECONCILED,,
clever-tickling-island.md,TC-TEST-001-02,1388,#### TC-TEST-001-02: Create test_schema_migration.py,2,UNRECONCILED,,
clever-tickling-island.md,TC-TEST-002-01,1427,#### TC-TEST-002-01: Create test_grader_shadow.py,7,UNRECONCILED,,
clever-tickling-island.md,TC-TEST-002-02,1444,#### TC-TEST-002-02: Create test_compilation_diff.py,3,UNRECONCILED,,
clever-tickling-island.md,TC-CLOSE-001-01,1486,#### TC-CLOSE-001-01: Schema migration end-to-end validation,2,UNRECONCILED,,
clever-tickling-island.md,TC-CLOSE-001-02,1497,#### TC-CLOSE-001-02: Validator shadow round-trip,2,UNRECONCILED,,
clever-tickling-island.md,TC-CLOSE-001-03,1512,#### TC-CLOSE-001-03: Grader shadow validation,2,UNRECONCILED,,
clever-tickling-island.md,TC-CLOSE-001-04,1523,#### TC-CLOSE-001-04: Compilation diff validation,2,UNRECONCILED,,
clever-tickling-island.md,TC-CLOSE-001-05,1534,#### TC-CLOSE-001-05: Full test suite and regression controls,2,UNRECONCILED,,
clever-tickling-island.md,TC-CLOSE-001-06,1546,#### TC-CLOSE-001-06: Second-run idempotency proof,3,UNRECONCILED,,
clever-tickling-island.md,TC-CLOSE-001-07,1559,#### TC-CLOSE-001-07: Produce canary-benefit-assessment.yaml,2,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-000,35,### TC-FHQA-000 — Mandatory Session Bootstrap (MUST RUN FIRST),12,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-001,83,### TC-FHQA-001 — Preflight + Run Folder Setup,5,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-002,103,### TC-FHQA-002 — System Chain Audit (Full SPEC → EVIDENCE Chain),5,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-003,131,### TC-FHQA-003 — QName Audit + Per-Product Compliance Matrix,5,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-004,157,### TC-FHQA-004 — Source Quality Review,5,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-005,183,### TC-FHQA-005 — SAL Audit,4,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-006,205,### TC-FHQA-006 — Capability Layer Audit,4,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-007,225,### TC-FHQA-007 — Skill Inventory and Gaps,6,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-008,261,### TC-FHQA-008 — Downstream + Supervisor + Lane Separation + Backfill Audits,5,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-009,302,### TC-FHQA-009 — Product Maturity + Traceability Matrix,5,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-010,328,### TC-FHQA-010 — Taskcards + Repair Plan,5,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-NNN,340,- Do NOT create taskcards that duplicate existing TC-NNN or S-F2F-NN taskcards,1,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-011,351,### TC-FHQA-011 — Safe Execution (Minimum Viable Repairs),4,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-012,398,### TC-FHQA-012 — Validation + Idempotency,5,UNRECONCILED,,
effervescent-sprouting-marshmallow.md,TC-FHQA-013,478,### TC-FHQA-013 — Final Verdict + Evidence Bundle,6,UNRECONCILED,,
elegant-napping-minsky.md,TC-B01,82,### TC-B01: Architecture Audit Tool,11,UNRECONCILED,,
elegant-napping-minsky.md,TC-B03,193,### TC-B03: Three Focused Validators (replacing the prior six),5,UNRECONCILED,,
elegant-napping-minsky.md,TC-B02,150,### TC-B02: Public API Manifest (Schema + FODS Pilot),5,UNRECONCILED,,
elegant-napping-minsky.md,TC-B04,242,### TC-B04: Lane Registry Expansion + Promotion Tool,5,UNRECONCILED,,
elegant-napping-minsky.md,TC-B05,355,"### TC-B05: Architecture Counters (Live, Derived, Not Static)",4,UNRECONCILED,,
elegant-napping-minsky.md,TC-C01,403,### TC-C01: Run Architecture Audit on All 30 Formats,5,UNRECONCILED,,
elegant-napping-minsky.md,TC-C02,452,### TC-C02: Produce Architecture Gap Register,5,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W0-001,88,### TC-W0-001 — Verify Overclaim Detector Is Actually Operational,7,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W2,318,"## WAVE 3 — Monolith Healing (P2, requires any TC-W2-* DONE)",5,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W2-001,294,### TC-W2-001 — Analytics Separation: fods (NEEDS DISCOVERY),5,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W2-008,415,### TC-W4-004 — SYLK Writer (requires TC-W2-008 DONE),4,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W3,531,### TC-W7-001 — Test-Coverage Index (requires any TC-W3-* DONE),5,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W0-002,113,### TC-W0-002 — Reconcile Failure-Memory Against Plan Description,3,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W6-001,486,### TC-W6-001 — Identify and Consolidate Sprint Writer Duplication,4,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W7-002,542,### TC-W7-002 — Security Test Suite,4,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W5-001,435,### TC-W5-001 — Verify Open Gaps Against Source Truth,3,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W4,37,- TC-W4-* writers — none of the 4 exist; all need creation,1,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W0-003,134,### TC-W0-003 — Fix Weak Assert.True(true) in .NET Tests,3,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W1-003,200,### TC-W1-003 — Add lane-ownership.yaml,2,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W1-004,242,### TC-W1-004 — Package-Install Verification Script,2,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W1-001,166,### TC-W1-001 — Sync Missing Command-Registry Entries,2,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W1-002,182,### TC-W1-002 — Validate Source-Structure-Baseline.json Accuracy,1,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W2-002,307,### TC-W2-002 through TC-W2-009 (except TC-W2-001),4,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W2-003,278,"- `src/python/odt/text_document.py` — already pure analytics, imports from `odt_parser`; TC-W2-003 is ALREADY_COMPLETE_VERIFIED",2,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W2-004,279,"- `src/python/fodp/presentation_document.py` — already pure analytics, 90+ functions; TC-W2-004 is ALREADY_COMPLETE_VERIFIED",2,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W2-005,280,- `src/python/pbm/bitmap_image.py` — already pure analytics; TC-W2-005 is ALREADY_COMPLETE_VERIFIED,2,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W2-006,281,- `src/python/pgm/grayscale_image.py` — already pure analytics; TC-W2-006 is ALREADY_COMPLETE_VERIFIED,2,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W2-007,282,- `src/python/qoi/image_document.py` — already pure analytics; TC-W2-007 is ALREADY_COMPLETE_VERIFIED,2,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W2-009,307,### TC-W2-002 through TC-W2-009 (except TC-W2-001),5,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W3-004,336,**Risk assessment for TC-W3-004 (zst/zst_codec.py):**,2,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W4-001,358,### TC-W4-001 — TSV Writer (requires TC-W2-009 DONE),1,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W4-002,379,### TC-W4-002 — NDJSON Writer (requires TC-W3-003 DONE),1,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W3-003,379,### TC-W4-002 — NDJSON Writer (requires TC-W3-003 DONE),1,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W4-003,396,### TC-W4-003 — TOML Writer (requires TC-W2-009 DONE),1,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W4-004,415,### TC-W4-004 — SYLK Writer (requires TC-W2-008 DONE),1,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W5-002,448,### TC-W5-002 — Spot-Check Closed Gaps,2,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W5-003,463,### TC-W5-003 — Normalize Format Name Casing,1,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W5-004,474,### TC-W5-004 — Register Unledgered Gaps,1,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W6-002,502,### TC-W6-002 — Classify Unused Tool Scripts,1,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W6-003,515,### TC-W6-003 — Document Machinery:Product Ratio,1,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W7-001,531,### TC-W7-001 — Test-Coverage Index (requires any TC-W3-* DONE),2,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W7-003,556,### TC-W7-003 — Performance Benchmark Suite (no dependency),1,UNRECONCILED,,
fizzy-imagining-hinton.md,TC-W7-004,573,### TC-W7-004 — Audit Overlapping R-Series Tests (requires TC-W7-001),2,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-001,486,## Parent → Child → Micro-Steps for each of TC-ARCH-001 to TC-ARCH-018,32,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-018,486,## Parent → Child → Micro-Steps for each of TC-ARCH-001 to TC-ARCH-018,21,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-NNN,39,existing_naming_conventions: TC-ARCH-NNN,2,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-0021,207,"- Seeding note: ""v1 facts seeded from gate artifacts. Richer extraction planned in TC-0021""",10,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-003,852,### TC-ARCH-003: Source Hygiene Audit,15,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-016,2533,### TC-ARCH-016: System Gap Matrix,21,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-015,2420,### TC-ARCH-015: Gate 11 Readiness Review,21,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-017,2668,### TC-ARCH-017: Taskcards,17,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-007,1434,### TC-ARCH-007: Source Quality Review,22,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-002,695,### TC-ARCH-002: Source Inventory,25,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-004,985,### TC-ARCH-004: Generation Archaeology,26,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-005,1152,### TC-ARCH-005: QName Schema Audit,24,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-006,1295,### TC-ARCH-006: Per-Product QName Compliance,22,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-008,1583,### TC-ARCH-008: SAL Audit,23,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-009,1739,### TC-ARCH-009: Capability Layer Audit,18,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-010,1857,### TC-ARCH-010: Downstream Generation Audit,18,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-011,1970,### TC-ARCH-011: Skill Inventory and Gaps,17,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-012,2098,### TC-ARCH-012: Autonomous Supervisor Audit,16,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-013,2203,### TC-ARCH-013: Lane Separation and Collision Risk,17,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-ARCH-014,2309,### TC-ARCH-014: Backfill Facility Design,18,UNRECONCILED,,
fuzzy-conjuring-lobster.md,TC-001,471,- id: REQ-TC-001,4,UNRECONCILED,,
